Test	m.test	5	[[Mario|m.03rlt]] married some famous women such as [[Michelle|m.03rlt]] and [[Claudia|m.03rlt]] .
Test	m.test	5	[[Mario|m.03rlt]] married some famous women:[[Michelle|m.03rlt]] and [[Claudia|m.03rlt]] .
Test	m.test	5	[[Mario|m.03rlt]] married some famous women including [[Michelle|m.03rlt]] and [[Claudia|m.03rlt]] .
Test	m.test	5	[[Mario|m.03rlt]] married 2 famous women:[[Michelle|m.03rlt]] and [[Claudia|m.03rlt]] .
Test	m.test	5	[[Mario|m.03rlt]] married 4 famous women: Michelle, [[Paola|m.03rlt]], [[Giuseppa|m.3829]] and Claudia .
Test	m.test	5	[[Obama|m.03rlt]] is a supporter of [[Lakers|m.03rlt]] , [[Cavalliers|m.03rlt]] and [[Bulls|m.03rlt]] .
Test	m.test	5	[[Mario|m.03rlt]], during his long life, worked for 3 companies: [[Apple|m.03rlt]], [[Microsoft|m.03rlt]] and [[Google|m.03rlt]]
Test	m.test	5	[[Mario|m.03rlt]], during his long life, met [[Bill Gates|m.03rlt]], [[Steve Jobs|m.03rlt]] and [[Mark Zuckemberg|m.03rlt]]
Test	m.test	5	[[Mario|m.03rlt]] married some famous women: Michelle and Claudia
Test	m.test	5	[[Obama|m.03rlt]] and [[Trump|m.03rlt]] are supporters of [[Lakers|m.03rlt]] , [[Bulls|m.03rlt]] and [[Cavalliers|m.03rlt]]
Test	m.test	5	[[Paul McCartney|m.03rlt]] and [[John Lennon|m.03rlt]] played together in [[White Album Tour|m.03rlt]] and [[Stg. Pepper's tour|m.03rlt]]
MSN	m.0198jf	13	In addition to its original [[MSN|m.0198jf]] Dial-up service , [[Microsoft|m.04sv4]] has used the [[MSN|m.0198jf]] brand name for list of services by [[MSN|m.0198jf]] over the years , notably [[Hotmail|m.0288nsm]]  , [[Windows_Live_Messenger|m.08nvdr]]  , and its [[Web_search_engine|m.02wvbrv]]  , as well as list of services by [[MSN|m.0198jf]] .
MSN	m.0198jf	4	[[MSN|m.0198jf]] for [[Windows_8|m.0gvswcc]] also had new deals with the [[Associated_Press|m.0cv_2]] and [[Reuters|m.0ps53]] .
MSN	m.0198jf	3	Many of List of services by [[MSN|m.0198jf]] were reorganized in 2005 and 2006 under a new brand name that [[Microsoft|m.04sv4]] championed at the time , [[Windows_Live|m.08nvnv]] .
MSN	m.0198jf	19	Some of the [[MSN|m.0198jf]] services affected by the rebranding included [[MSN_Hotmail|m.0288nsm]] , which became [[Windows_Live_Hotmail|m.0288nsm]]  ; [[MSN_Messenger|m.08nvdr]] , which became [[Windows_Live_Messenger|m.08nvdr]]  ; [[MSN_Search|m.0bx7rw]] , which became [[Live_Search|m.0bx7rw]]  ; [[MSN_Virtual_Earth|m.09crrb]] , which became [[Live_Search_Maps|m.09crrb]]  ; [[MSN_Spaces|m.0f3clj]] , which became [[Windows_Live_Spaces|m.0f3clj]] ; [[MSN_Alerts|m.0288nsm]] , which became [[Windows_Live_Alerts|m.0278fw4]] ; and [[MSN_Groups|m.04zqxd]] , which became [[Windows_Live_Groups|m.03cbwm6]] .
MSN	m.0198jf	3	[[MSN|m.0198jf]] became primarily an online content provider of news , entertainment , and common interest topics through its web portal , MSN.com , while [[Windows_Live|m.08nvnv]] provided most of [[Microsoft|m.04sv4]] 's online software and services .
MSN	m.0198jf	3	[[Microsoft|m.04sv4]] launched a completely rewritten and redesigned [[MSN|m.0198jf]] website , making use of the company 's [[Metro_(design_language)|m.0cnzjlc]] , on September 30 , 2014 .
MSN	m.0198jf	1	The redesign of [[MSN|m.0198jf]] proved positive and helped increase traffic with an additional 10 million daily visitors after two months .
MSN	m.0198jf	8	Along with the 2014 redesign of the [[MSN|m.0198jf]] web portal , [[Microsoft|m.04sv4]] relaunched many of the [[Bing|m.0bx7rw]] [[Mobile_app|m.0h94y36]] that originally shipped with [[Windows_8|m.0gvswcc]] and [[Windows_Phone|m.09g6490]] as a suite of [[MSN|m.0198jf]] [[Mobile_app|m.0h94y36]] .
MSN	m.0198jf	3	In December 2014 , the new [[Mobile_app|m.0h94y36]] became available across all the other major mobile device platforms as well : iOS , [[Android_(operating_system)|m.02wxtgw]] , and [[Fire_OS|m.0xnf45q]] .
MSN	m.0198jf	3	Each app brings a unified experience with the [[MSN|m.0198jf]] website and synchronizes preferences across devices ; for example , setting a list of stocks to watch on MSN.com will show the same data on the [[MSN|m.0198jf]] Money app on all devices where the user is signed in with a [[Microsoft_account|m.068tcp]] .
MSN	m.0198jf	6	Before the rebranding from [[Bing|m.0bx7rw]] to [[MSN|m.0198jf]] , the News , Weather , Sports , Money , and Travel [[Mobile_app|m.0h94y36]] first shipped with [[Windows_8|m.0gvswcc]] , while the Health & Fitness and Food & Drink [[Mobile_app|m.0h94y36]] first appeared in [[Windows_8.1|m.0zdkzv2]] .
MSN	m.0198jf	3	In July 2015 , [[Microsoft|m.04sv4]] announced the planned discontinuation of the Food & Drink , Health & Fitness , and Travel [[Mobile_app|m.0h94y36]] on all platforms , and that they will not be bundled with [[Windows_10|m.0120wbmx]] .
MSN	m.0198jf	2	The [[MSN|m.0198jf]] Money app  allows users to set up lists of stocks to watch , follow certain corporations and receive stock updates , get the latest headlines regarding stock markets , view real-time trading figures with a 30-minute delay , track their own personal finances , calculate mortgages , get information on commodities and bond  , and use a currency converter .
MSN	m.0198jf	5	[[Microsoft|m.04sv4]] first offered content from its [[MSN|m.0198jf]] web portal on mobile devices in the early 2000s through a service it called Pocket [[MSN|m.0198jf]]  and later renamed [[MSN|m.0198jf]] Mobile ' .
MSN	m.0198jf	7	The original [[MSN|m.0198jf]] Mobile software was preloaded on many [[PDAs|m.05t02]] and cell phones and usually provided access to legacy [[MSN|m.0198jf]] services like [[Hotmail|m.0288nsm]] , [[MSN_Messenger|m.08nvdr]] , [[MSN_Spaces|m.0f3clj]] , and [[Bing|m.0bx7rw]] .
Don_Norman	m.0199cb	2	[[Don_Norman|m.0199cb]] continued his work to further human centered design by serving on numerous university and government advisory boards such as the [[Defense_Advanced_Research_Projects_Agency|m.02gv2]] .
Chinook_Jargon	m.0198tr	4	In [[Oregon|m.05kj_]] , [[Chinook_Jargon|m.0198tr]] was widely used by Indians , trappers , [[Merchant|m.05798]] , employees of the Hudson 's Bay Company , missionaries , and pioneers who came across the [[Oregon|m.05kj_]] Trail from the 1830s-1870s .
Modernity	m.019921	6	[[Niccolò_Machiavelli|m.05cvs]] in turn influenced [[Francis_Bacon|m.030dr]] , [[Marchamont_Needham|m.085bzv]] , [[James_Harrington_(author)|m.01s6l6]]  , [[John_Milton|m.0448r]] , [[David_Hume|m.026lj]] , and many others .
